node_id,katz_centrality,in_degree,out_degree
62389,0.003546,1,1
97377,0.021672,3,1
8581,0.036125,5,2
1120059,0.002568,0,3
75691,0.002568,0,2
8591,0.007363,4,1
137956,0.003918,1,2
167205,0.002568,0,1
709113,0.003546,1,2
8594,0.016035,8,0
1132809,0.002568,0,2
180187,0.003546,1,1
232605,0.003546,1,2
58268,0.006385,3,1
8617,0.011967,5,0
12359,0.006244,3,2
36145,0.008427,5,2
8619,0.007265,2,0
8687,0.004523,2,1
1102751,0.002568,0,4
38000,0.002568,0,3
8696,0.004523,2,0
101145,0.002568,0,3
173884,0.002568,0,4
27535,0.020938,5,2
308232,0.002568,0,3
502574,0.002568,0,2
51866,0.014724,4,2
59244,0.002568,0,2
89335,0.003546,1,1
1129570,0.002568,0,3
395075,0.002568,0,4
608292,0.002568,0,3
785678,0.002568,0,1
8872,0.012617,8,0
1104647,0.002568,0,5
1125092,0.002568,0,4
1152761,0.002568,0,3
1153860,0.002568,0,3
8874,0.013180,7,0
1120643,0.002568,0,5
1153816,0.002568,0,3
1152676,0.002568,0,2
8961,0.004523,2,0
1133390,0.002568,0,1
9513,0.004146,1,5
102879,0.004146,1,2
9515,0.030771,3,2
9559,0.004523,2,0
1102794,0.002568,0,1
252725,0.002568,0,1
9581,0.006258,2,1
1130780,0.002568,0,3
633585,0.007129,3,2
9586,0.013455,2,3
1120138,0.002568,0,5
33818,0.026044,5,5
1153003,0.002568,0,4
9716,0.005872,3,0
28674,0.002568,0,1
10169,0.101932,19,3
114189,0.003546,1,2
158614,0.041352,1,1
17798,0.043930,6,1
211875,0.002568,0,2
39131,0.038618,4,3
711598,0.002568,0,1
10174,0.003918,1,0
10177,0.249932,15,1
12197,0.006100,3,2
12198,0.013652,6,3
124734,0.006010,2,4
15429,0.240292,19,1
249858,0.004146,1,5
27606,0.008010,3,1
67415,0.082512,7,3
68495,0.002568,0,3
10183,0.018301,10,1
10430,0.007725,2,1
1114336,0.002568,0,2
1120713,0.002568,0,2
259772,0.003546,1,1
47570,0.003918,1,1
54550,0.006842,1,1
10435,0.028894,6,3
1103394,0.002568,0,4
208345,0.005289,2,3
22566,0.014539,2,3
41417,0.005872,3,1
10531,0.034628,11,1
1102850,0.002568,0,1
1107567,0.002568,0,5
1129442,0.002568,0,4
194617,0.008560,4,4
31336,0.005872,3,2
31349,0.003546,1,4
31353,0.041326,19,1
43698,0.005872,3,2
686532,0.002568,0,5
180373,0.004431,1,4
31097,0.002568,0,1
46536,0.002568,0,1
6217,0.002568,0,2
10798,0.059488,11,0
1154500,0.002568,0,1
18619,0.010158,3,3
20193,0.051104,22,1
252715,0.003546,1,1
1102873,0.002568,0,1
39199,0.010276,3,3
11148,0.006849,4,0
1129835,0.002568,0,4
1131719,0.002568,0,5
193354,0.003546,1,3
25413,0.002568,0,3
11326,0.006444,1,1
11339,0.010186,5,1
11335,0.014388,9,0
1127657,0.002568,0,1
11325,0.002568,0,2
217139,0.003546,1,2
11337,0.003546,1,0
211432,0.002568,0,3
44017,0.005872,3,1
45061,0.002568,0,1
12155,0.003546,1,1
1126350,0.002568,0,2
12158,0.005550,2,4
12199,0.005267,2,4
148399,0.002568,0,4
12165,0.004523,2,4
1112099,0.002568,0,4
12169,0.005872,3,0
1119471,0.002568,0,4
1059953,0.002568,0,2
1106418,0.002568,0,4
1117249,0.002568,0,1
1153183,0.002568,0,2
155736,0.004977,1,3
219239,0.006158,2,4
28632,0.005114,1,1
28640,0.004523,2,1
309476,0.002568,0,2
94713,0.002568,0,5
12194,0.004289,1,0
27199,0.004523,2,3
12195,0.060648,8,3
1107319,0.002568,0,3
1131611,0.002568,0,3
1132285,0.002568,0,1
38722,0.044302,6,2
51180,0.090980,4,3
111866,0.004146,1,4
95225,0.004437,1,3
12247,0.004523,2,4
12238,0.008337,4,0
101263,0.005500,3,2
107569,0.004523,2,1
1152490,0.002568,0,3
1153861,0.002568,0,3
156977,0.006477,4,1
213279,0.003546,1,1
400356,0.006932,2,1
12337,0.011616,6,0
16451,0.003546,1,4
16470,0.003546,1,2
16474,0.006050,1,4
12347,0.005267,2,1
12350,0.163441,19,2
101811,0.011313,4,2
152227,0.005872,3,1
20601,0.029761,11,2
20602,0.026589,9,2
1131634,0.002568,0,3
1071981,0.002568,0,1
1104999,0.002568,0,5
1105221,0.002568,0,3
1107674,0.002568,0,4
127033,0.005500,3,5
416455,0.002568,0,4
56112,0.040306,7,2
56709,0.013764,5,4
574710,0.002568,0,3
575795,0.004523,2,1
62718,0.004661,1,3
63832,0.002568,0,5
12638,0.056831,7,1
119761,0.006759,2,4
13024,0.003546,1,2
899119,0.002568,0,2
13195,0.005500,3,0
13205,0.005408,2,0
1105148,0.002568,0,3
13208,0.004895,2,2
131318,0.003546,1,5
13212,0.011038,7,0
214472,0.002568,0,3
358884,0.003546,1,1
411005,0.002568,0,5
13213,0.004895,2,0
13269,0.006892,1,2
13652,0.008209,3,1
13654,0.007734,4,2
13656,0.003546,1,3
83746,0.003546,1,2
1115959,0.002568,0,3
119686,0.004895,2,2
987188,0.002568,0,4
13658,0.011038,7,0
294239,0.002568,0,2
13717,0.005500,3,2
37998,0.002568,0,1
13966,0.003546,1,0
13972,0.008931,2,0
1126050,0.002568,0,2
13982,0.005015,1,1
34979,0.006431,3,1
14062,0.019992,11,0
1152358,0.002568,0,5
646836,0.002568,0,2
97390,0.010943,5,1
98693,0.004523,2,2
14083,0.003546,1,1
1103016,0.002568,0,2
14090,0.004895,2,0
643069,0.003546,1,3
14428,0.015262,6,0
1103031,0.002568,0,4
1103969,0.002568,0,4
14429,0.011764,6,3
14431,0.003546,1,4
34082,0.004523,2,3
73119,0.008393,2,3
1119216,0.002568,0,3
14430,0.016239,7,0
14529,0.006477,4,0
1103038,0.002568,0,4
239829,0.002568,0,1
14531,0.011176,6,0
1105932,0.002568,0,5
1152308,0.002568,0,3
56167,0.007827,5,3
592830,0.003546,1,5
60682,0.003546,1,1
14545,0.005408,2,1
14807,0.004895,2,2
264347,0.003546,1,1
15076,0.023526,2,2
25702,0.052513,8,1
708945,0.002568,0,3
175576,0.002568,0,2
210309,0.003546,1,1
217115,0.003546,1,2
35854,0.002568,0,2
41666,0.003546,1,2
89547,0.025260,12,1
15431,0.003546,1,0
12558,0.002568,0,1
1110024,0.002568,0,2
1118388,0.002568,0,3
15892,0.004523,2,1
175909,0.006244,3,1
1116146,0.002568,0,1
15984,0.006477,4,0
158098,0.002568,0,3
15987,0.033705,6,0
523394,0.003546,1,4
653441,0.005267,2,5
714289,0.012506,5,4
16008,0.058743,11,0
1131165,0.002568,0,1
189571,0.007363,4,3
189572,0.003546,1,3
16437,0.011527,6,0
152219,0.002568,0,3
430329,0.004289,1,1
51831,0.002568,0,1
1105603,0.002568,0,2
1129621,0.002568,0,3
16471,0.009151,5,1
1104787,0.002568,0,2
1114992,0.002568,0,2
273949,0.003546,1,3
16476,0.009201,4,0
1123087,0.002568,0,5
16485,0.013235,8,0
105856,0.007357,3,4
1109891,0.002568,0,3
1120049,0.002568,0,4
16819,0.111900,12,3
1131167,0.002568,0,2
1131236,0.002568,0,5
1131274,0.002568,0,2
1131312,0.002568,0,4
126793,0.005780,2,1
643003,0.003546,1,1
643221,0.238539,16,3
644093,0.003546,1,5
644334,0.002568,0,3
646195,0.002568,0,2
646286,0.016986,1,5
16843,0.005872,3,1
1152259,0.002568,0,2
1152991,0.002568,0,2
17201,0.012295,7,0
1126012,0.002568,0,2
184157,0.003546,1,2
95435,0.002568,0,3
1152633,0.002568,0,4
17242,0.004895,2,1
17363,0.006281,1,0
17477,0.003546,1,1
17488,0.003546,1,0
17811,0.005975,2,0
1107136,0.002568,0,1
17821,0.003546,1,0
245955,0.002568,0,1
18251,0.003546,1,1
18313,0.004431,1,0
18532,0.004581,1,1
86923,0.005289,2,2
18536,0.007708,3,0
1106854,0.002568,0,1
424540,0.005650,1,2
1153091,0.002568,0,2
18770,0.007444,3,0
28964,0.004523,2,2
531348,0.004146,1,3
531351,0.004146,1,3
18773,0.004523,2,0
88356,0.002568,0,4
18774,0.009030,1,2
73146,0.016982,4,4
18777,0.028044,13,0
103537,0.008046,1,2
1112686,0.002568,0,3
173863,0.003918,1,1
66794,0.005500,3,4
79817,0.003546,1,2
18781,0.005500,3,0
18785,0.002568,0,1
18811,0.005500,3,0
1106401,0.002568,0,2
20920,0.002568,0,3
18812,0.004523,2,0
510715,0.002568,0,1
18815,0.004523,2,0
18832,0.007221,4,0
18833,0.002568,0,2
18834,0.005500,3,2
1152944,0.002568,0,2
593210,0.002568,0,5
593328,0.004146,1,2
593329,0.004146,1,2
19231,0.011691,6,0
1153736,0.002568,0,1
12960,0.002568,0,4
30934,0.003546,1,1
686061,0.002568,0,4
19621,0.096041,31,3
1128846,0.002568,0,1
1131464,0.002568,0,5
123825,0.011502,8,2
240791,0.012801,4,3
628888,0.003546,1,1
649730,0.003546,1,2
649739,0.003546,1,2
66990,0.008900,5,4
853116,0.040601,2,3
948147,0.002568,0,2
19697,0.010371,5,1
40124,0.004523,2,4
20178,0.013754,3,3
38829,0.005500,3,3
64271,0.013164,5,2
91853,0.010733,4,4
20179,0.016574,4,0
95188,0.004523,2,4
1108597,0.002568,0,1
1114777,0.002568,0,5
1116397,0.002568,0,3
1116839,0.002568,0,1
1119180,0.002568,0,1
112813,0.002568,0,1
1130653,0.002568,0,1
1130657,0.002568,0,1
1138091,0.002568,0,1
1152244,0.002568,0,3
1153877,0.002568,0,1
1153879,0.002568,0,1
1153889,0.002568,0,1
144330,0.004998,1,2
566488,0.002568,0,1
566653,0.014984,2,1
566664,0.010854,1,2
20528,0.005500,3,3
70442,0.004523,2,2
20584,0.013446,8,0
1106849,0.002568,0,1
1118823,0.002568,0,4
20592,0.003546,1,2
389715,0.005723,2,5
1118209,0.002568,0,3
1121537,0.002568,0,3
20821,0.004523,2,0
1127863,0.002568,0,2
20923,0.015636,5,0
1115701,0.002568,0,5
1116530,0.002568,0,1
20924,0.013114,6,3
289885,0.008535,2,4
294030,0.007558,1,5
1116181,0.002568,0,1
22229,0.020955,11,2
1103383,0.002568,0,2
1107418,0.002568,0,3
1128369,0.002568,0,2
144701,0.015428,6,2
22241,0.006477,4,1
243483,0.003918,1,3
459216,0.004523,2,1
595193,0.002568,0,2
22386,0.015460,8,0
1128407,0.002568,0,3
38846,0.005267,2,2
107251,0.005723,2,4
107252,0.002568,0,4
1121459,0.002568,0,3
22564,0.020071,3,1
36140,0.070713,12,1
63915,0.012340,4,2
94229,0.004523,2,1
1110563,0.002568,0,3
22869,0.003546,1,1
22876,0.002568,0,4
22874,0.003546,1,2
22875,0.005500,3,0
22883,0.003546,1,3
22886,0.006811,3,0
1107367,0.002568,0,3
23069,0.012592,2,3
23070,0.017116,5,5
74700,0.009228,2,1
1116044,0.002568,0,2
134307,0.004911,1,5
134316,0.006158,2,5
74698,0.010950,2,3
87915,0.013648,4,2
23116,0.009314,5,4
1105433,0.002568,0,3
1111978,0.002568,0,2
152731,0.011051,2,2
217852,0.002568,0,2
101662,0.003546,1,2
1153064,0.002568,0,2
189574,0.003546,1,1
27249,0.008575,2,3
84020,0.004523,2,1
24043,0.013474,3,0
1111265,0.002568,0,1
928873,0.002568,0,3
24476,0.005500,3,0
1103499,0.002568,0,1
1153024,0.002568,0,2
24530,0.003546,1,0
24966,0.076979,29,0
1106671,0.002568,0,2
1123576,0.002568,0,2
1131149,0.002568,0,3
1154042,0.002568,0,2
124828,0.003546,1,1
145134,0.009331,2,1
145176,0.006244,3,1
197452,0.005638,2,2
202639,0.031163,9,2
27627,0.020182,9,1
63549,0.003546,1,2
65212,0.008067,3,1
671293,0.003546,1,2
95719,0.004146,1,2
24974,0.010857,6,0
1104258,0.002568,0,3
1112723,0.002568,0,3
34315,0.004895,2,1
40125,0.003546,1,4
285675,0.002568,0,3
385572,0.003546,1,2
1153897,0.002568,0,3
147870,0.005500,3,1
25772,0.018544,6,2
1104769,0.002568,0,1
1122580,0.002568,0,2
1126503,0.002568,0,2
641956,0.004523,2,2
25791,0.006382,2,0
45212,0.004523,2,2
25794,0.003918,1,1
1110028,0.002568,0,2
1121063,0.002568,0,2
248119,0.002568,0,3
27203,0.005500,3,0
23545,0.002568,0,1
27241,0.004523,2,0
27243,0.004895,2,0
27246,0.003546,1,0
1128990,0.002568,0,2
27514,0.003546,1,1
27530,0.009649,5,0
1128542,0.002568,0,1
27531,0.005638,2,2
592826,0.003546,1,2
1112026,0.002568,0,1
34961,0.004895,2,2
27543,0.006668,3,0
27623,0.015099,9,0
1104182,0.002568,0,2
27632,0.005174,1,2
686015,0.002568,0,4
686030,0.002568,0,2
116021,0.003546,1,1
27895,0.042331,7,0
325497,0.002568,0,1
28230,0.004523,2,0
28249,0.005500,3,0
1152436,0.002568,0,1
28267,0.003546,1,0
308529,0.002568,0,4
567005,0.003546,1,2
28336,0.009160,1,3
108047,0.017323,9,4
28359,0.005346,1,1
28385,0.005500,3,0
118558,0.002568,0,1
28389,0.003546,1,0
28412,0.014054,4,0
194645,0.003918,1,1
28487,0.010092,5,0
28489,0.006453,2,0
28491,0.007593,4,0
1152910,0.002568,0,1
28504,0.010397,6,0
1139928,0.002568,0,3
131315,0.003546,1,3
365294,0.004431,1,1
28542,0.011381,2,0
32260,0.006690,2,2
28649,0.019320,3,0
155738,0.006331,2,2
578669,0.004523,2,1
595157,0.002568,0,2
28957,0.025278,9,0
159897,0.005990,2,4
1125402,0.002568,0,1
1125944,0.002568,0,1
29492,0.072430,8,0
1112426,0.002568,0,2
1122574,0.002568,0,1
131117,0.004523,2,2
144408,0.048967,2,3
29708,0.003918,1,1
400473,0.004289,1,1
29723,0.016866,4,2
29738,0.003546,1,0
155277,0.002568,0,1
30817,0.048956,4,0
144679,0.003546,1,2
31055,0.003546,1,0
31083,0.004523,2,0
48066,0.002568,0,1
31105,0.005036,2,0
1105672,0.002568,0,4
1063773,0.002568,0,1
1124844,0.002568,0,3
1129608,0.002568,0,2
1135746,0.002568,0,3
1152162,0.002568,0,3
1152272,0.002568,0,3
1152904,0.002568,0,3
286562,0.002568,0,1
31927,0.009996,4,3
686559,0.002568,0,1
31479,0.016605,7,0
39165,0.006244,3,4
31483,0.008619,4,0
118682,0.002568,0,3
31489,0.019201,11,1
40583,0.002568,0,3
40605,0.005872,3,3
632796,0.003546,1,2
632874,0.003546,1,2
632935,0.002568,0,1
633721,0.003546,1,3
67245,0.007468,2,1
67246,0.005410,1,2
31863,0.005723,2,2
358894,0.002568,0,5
91581,0.005723,2,4
1129572,0.002568,0,5
32083,0.129536,10,0
1153933,0.002568,0,2
200630,0.003918,1,1
346292,0.007302,2,2
45605,0.019188,9,3
688361,0.002568,0,2
32276,0.020365,6,0
174418,0.005267,2,2
636500,0.002568,0,2
84695,0.002568,0,1
33231,0.011643,8,0
1132887,0.002568,0,1
33301,0.004523,2,0
33325,0.005500,3,0
1110256,0.002568,0,3
124296,0.003546,1,1
34708,0.005500,3,1
78549,0.002568,0,3
78552,0.030491,4,2
78557,0.023503,5,4
33823,0.034976,5,0
1119004,0.002568,0,1
33895,0.009176,6,1
1110546,0.002568,0,3
34257,0.024142,13,1
1106771,0.002568,0,3
1111186,0.002568,0,2
1114398,0.002568,0,2
1115456,0.002568,0,3
1116974,0.002568,0,3
1122642,0.002568,0,5
192870,0.004523,2,1
34263,0.008445,3,4
34266,0.009331,3,4
368605,0.003546,1,2
87482,0.006119,1,4
90655,0.006759,2,3
503871,0.002568,0,3
682815,0.002568,0,5
35335,0.006866,3,1
168958,0.002568,0,2
59772,0.005181,1,1
1104031,0.002568,0,1
1116410,0.002568,0,4
35778,0.022739,7,1
108962,0.010545,4,4
108983,0.012282,4,1
519318,0.003546,1,1
1128974,0.002568,0,2
399370,0.004896,1,4
60169,0.004431,1,3
627024,0.003546,1,3
35852,0.008478,4,0
41732,0.002568,0,1
134060,0.003546,1,1
1105116,0.002568,0,2
194223,0.004523,2,1
390894,0.002568,0,3
66982,0.004991,1,3
36131,0.013335,3,0
77438,0.017531,9,2
350373,0.002568,0,1
46500,0.003918,1,1
36162,0.011693,7,0
189620,0.004523,2,1
36802,0.016384,6,1
189856,0.007678,4,2
37888,0.013519,5,2
589923,0.003546,1,3
590022,0.002568,0,3
37483,0.031823,5,1
37541,0.004895,2,2
260979,0.003546,1,1
37879,0.003546,1,0
1128997,0.002568,0,3
1129610,0.002568,0,4
1153942,0.002568,0,2
117316,0.004872,1,3
592975,0.004146,1,5
592986,0.004146,1,4
593060,0.003546,1,2
606647,0.002568,0,2
61069,0.007455,5,2
38537,0.022275,6,0
1131270,0.002568,0,2
1131277,0.002568,0,4
137868,0.009632,6,1
153063,0.026168,9,3
642847,0.008288,1,1
38771,0.003546,1,0
1104191,0.002568,0,1
1110579,0.002568,0,4
39127,0.044714,16,0
1128881,0.002568,0,1
1128927,0.002568,0,1
1128935,0.002568,0,5
116081,0.004523,2,1
116087,0.002568,0,3
195150,0.003546,1,3
46476,0.002568,0,1
75972,0.005872,3,3
39210,0.006366,2,4
66986,0.004991,1,2
39890,0.061300,18,1
1123689,0.002568,0,2
1154229,0.002568,0,2
1154232,0.002568,0,5
1154233,0.002568,0,2
242663,0.002568,0,4
51045,0.003546,1,3
521855,0.003918,1,3
559804,0.009331,2,5
714256,0.009549,5,1
40131,0.003546,1,1
118079,0.002568,0,2
40135,0.017122,2,0
1104261,0.002568,0,1
884094,0.002568,0,3
40886,0.014225,7,0
41216,0.003546,1,1
1113551,0.002568,0,2
128383,0.003546,1,2
943087,0.002568,0,1
144212,0.003546,1,3
182094,0.006244,3,2
44455,0.022616,6,1
42156,0.009508,4,0
1118120,0.002568,0,1
1152179,0.002568,0,1
42209,0.004289,1,1
42221,0.010488,5,0
42848,0.004523,2,0
1116835,0.002568,0,1
43165,0.003546,1,0
1131195,0.002568,0,1
43186,0.009100,3,0
1135894,0.002568,0,3
206524,0.003546,1,1
48075,0.002568,0,2
44121,0.003546,1,0
1104435,0.002568,0,1
227178,0.008570,5,1
44514,0.249621,3,0
253971,0.003546,1,1
606479,0.003546,1,2
45052,0.004523,2,0
1131266,0.002568,0,1
45188,0.012294,5,2
1130929,0.002568,0,1
1105450,0.002568,0,4
1132385,0.002568,0,2
45533,0.012356,6,0
1104495,0.002568,0,1
45603,0.004523,2,0
1131639,0.002568,0,2
975567,0.002568,0,3
1152569,0.002568,0,1
46452,0.004895,2,0
46470,0.003546,1,0
46491,0.022600,12,0
137380,0.007129,3,1
46547,0.011199,4,1
51834,0.002568,0,3
46501,0.004895,2,0
1153275,0.002568,0,2
46887,0.009686,5,0
1153106,0.002568,0,1
47682,0.005500,3,0
1125393,0.002568,0,3
47683,0.002568,0,1
47839,0.003546,1,0
1124837,0.002568,0,1
48555,0.008100,2,1
48764,0.004523,2,0
48768,0.003546,1,0
48781,0.008878,4,1
1134865,0.002568,0,4
397488,0.004523,2,1
423816,0.006924,2,1
1112369,0.002568,0,2
217984,0.003546,1,1
49720,0.004146,1,1
49753,0.004146,1,1
683355,0.004146,1,5
50354,0.010336,3,1
123556,0.011375,3,1
289088,0.004146,1,1
50807,0.003546,1,0
1104749,0.002568,0,1
50838,0.005036,2,0
50980,0.004146,1,1
73972,0.004146,1,1
51049,0.030173,5,0
1134320,0.002568,0,2
51052,0.004895,2,0
51879,0.012590,4,0
51934,0.004626,1,0
52000,0.004895,2,1
1104809,0.002568,0,3
52007,0.003546,1,1
52003,0.006385,3,1
1112194,0.002568,0,2
300806,0.018377,4,1
446271,0.002568,0,3
53942,0.006524,2,0
1128291,0.002568,0,4
1128319,0.002568,0,4
1136791,0.002568,0,2
117315,0.006053,1,2
578645,0.002568,0,5
578646,0.008432,6,3
578649,0.002568,0,5
593022,0.003546,1,1
1128982,0.002568,0,2
141324,0.005638,2,4
459213,0.003546,1,1
459214,0.003546,1,3
593859,0.002568,0,4
593942,0.004523,2,5
59715,0.003546,1,3
54132,0.013837,8,0
593921,0.002568,0,3
594387,0.002568,0,5
62634,0.004059,1,3
1104946,0.002568,0,1
55770,0.007048,3,0
55801,0.004581,1,2
56115,0.019932,10,2
1119178,0.002568,0,1
239810,0.003546,1,1
56708,0.014953,3,0
57119,0.014890,11,0
1132731,0.002568,0,2
711527,0.002568,0,2
57773,0.004523,2,2
1154524,0.002568,0,3
235670,0.002568,0,4
57932,0.006547,1,0
58436,0.007978,2,0
1114239,0.002568,0,2
87417,0.011650,5,3
58453,0.007001,1,0
1113828,0.002568,0,2
248395,0.005723,2,1
58758,0.024805,6,1
1128208,0.002568,0,2
576973,0.012984,2,1
59626,0.012738,5,0
96845,0.002568,0,3
59798,0.018749,8,0
60159,0.006117,2,1
61073,0.003546,1,0
61312,0.003546,1,0
61417,0.005872,3,1
1106764,0.002568,0,2
94416,0.003546,1,1
62329,0.012756,5,1
1131565,0.002568,0,2
195792,0.009999,5,2
251756,0.007350,2,1
593155,0.004289,1,1
650834,0.002568,0,3
62333,0.002568,0,1
1107325,0.002568,0,1
1107558,0.002568,0,1
62607,0.003546,1,0
294145,0.002568,0,1
62676,0.004895,2,0
312409,0.002568,0,1
83461,0.003918,1,1
63812,0.005500,3,0
1105360,0.002568,0,1
63835,0.004895,2,2
64319,0.005723,2,0
65057,0.010930,4,1
1125909,0.002568,0,2
519353,0.003546,1,3
65074,0.032354,10,2
1110209,0.002568,0,3
1117920,0.002568,0,3
142268,0.006866,3,3
714748,0.002568,0,5
1112319,0.002568,0,3
1123530,0.002568,0,5
66564,0.009133,4,0
66596,0.005267,2,0
362926,0.002568,0,1
66751,0.009255,5,0
1135750,0.002568,0,3
1138043,0.002568,0,2
573535,0.004581,1,2
693143,0.005289,2,2
695284,0.002568,0,3
1105505,0.002568,0,2
1153031,0.002568,0,1
509315,0.002568,0,2
82090,0.003546,1,2
66809,0.003918,1,0
1117501,0.002568,0,2
171954,0.006477,4,2
67584,0.005872,3,0
1127558,0.002568,0,2
1127566,0.002568,0,2
562067,0.003546,1,4
67633,0.005289,2,1
68115,0.003546,1,0
68224,0.007221,4,0
69198,0.026100,3,1
231198,0.023154,3,1
70281,0.004523,2,0
70444,0.008570,5,0
70520,0.007620,2,0
70970,0.006100,3,4
593068,0.002568,0,1
71336,0.003546,1,0
71736,0.004523,2,0
71904,0.005723,2,0
1135122,0.002568,0,2
1118347,0.002568,0,1
72406,0.003546,1,0
72805,0.003546,1,0
899085,0.002568,0,1
954315,0.003546,1,2
73162,0.019292,10,0
1134348,0.002568,0,2
189774,0.004523,2,3
714260,0.007096,2,3
714879,0.002568,0,3
73323,0.005834,2,0
1105810,0.002568,0,2
73712,0.005975,2,0
74427,0.020936,6,1
74821,0.005500,3,0
1120252,0.002568,0,1
1131150,0.002568,0,3
74920,0.003546,1,1
1105877,0.002568,0,3
74921,0.003546,1,1
74937,0.006244,3,0
74975,0.011327,5,0
1107041,0.002568,0,2
75121,0.011349,4,2
75318,0.007301,3,1
103430,0.006323,2,1
1121569,0.002568,0,3
75693,0.003546,1,0
75694,0.003546,1,0
75969,0.009176,6,1
1128856,0.002568,0,3
75983,0.004523,2,0
1115790,0.002568,0,2
77108,0.004523,2,0
77112,0.002568,0,1
106590,0.004523,2,2
1129994,0.002568,0,5
1129907,0.002568,0,2
613409,0.003546,1,1
78508,0.003546,1,0
575402,0.003546,1,2
78555,0.022397,3,0
662279,0.002568,0,1
662572,0.004146,1,2
1121659,0.002568,0,1
1131466,0.002568,0,2
358866,0.011493,2,1
80491,0.011437,3,0
80656,0.009984,3,0
81714,0.003546,1,3
82666,0.011363,3,0
82920,0.511769,23,0
1125492,0.002568,0,2
1128198,0.002568,0,2
1129367,0.002568,0,2
576691,0.003546,1,4
83847,0.007399,4,0
1130678,0.002568,0,2
1106298,0.002568,0,2
1133047,0.002568,0,1
509233,0.002568,0,1
85324,0.005267,2,0
628751,0.004523,2,2
577086,0.002568,0,1
85449,0.004523,2,2
86258,0.003546,1,0
1133469,0.002568,0,1
1114184,0.002568,0,1
1153786,0.002568,0,1
89308,0.005408,2,1
103528,0.004895,2,1
137130,0.021391,2,1
1116328,0.002568,0,1
1152379,0.002568,0,1
237376,0.002568,0,1
90470,0.005267,2,1
91038,0.008065,1,0
92589,0.006899,3,0
93273,0.004523,2,0
93318,0.003546,1,0
1152958,0.002568,0,3
143801,0.004896,1,2
284023,0.009873,4,2
284025,0.006117,2,3
93755,0.003546,1,0
1111733,0.002568,0,1
94639,0.010911,6,0
94641,0.009765,6,1
116553,0.004581,1,5
95198,0.003546,1,0
95588,0.003546,1,0
95594,0.006385,3,0
95597,0.003546,1,0
95642,0.006811,3,0
990075,0.002568,0,1
594025,0.002568,0,1
96851,0.004895,2,0
100935,0.004523,2,1
99030,0.008153,1,2
193931,0.004895,2,3
100701,0.003546,1,0
596075,0.002568,0,1
101261,0.004661,1,0
102061,0.003546,1,0
102939,0.005723,2,0
1154074,0.002568,0,1
1113742,0.002568,0,2
246618,0.005289,2,4
103531,0.004895,2,1
656048,0.003546,1,1
126912,0.014397,2,2
103543,0.022189,2,5
126927,0.037171,5,5
289085,0.004146,1,4
193932,0.003546,1,3
1095507,0.002568,0,3
1107385,0.002568,0,1
1153899,0.002568,0,3
578898,0.005777,1,1
108963,0.007558,2,2
310653,0.004848,1,3
108974,0.013503,5,0
1133417,0.002568,0,2
683404,0.004146,1,4
110041,0.011131,2,0
111676,0.004626,1,0
111770,0.003546,1,0
1119623,0.002568,0,2
112099,0.003546,1,0
112787,0.003546,1,1
114966,0.003546,1,0
1125258,0.002568,0,1
115188,0.003546,1,0
1107728,0.002568,0,1
116512,0.003546,1,0
1107808,0.002568,0,1
116528,0.011950,3,0
116545,0.010232,6,0
117328,0.010328,4,0
1115166,0.002568,0,1
118424,0.003546,1,0
118435,0.003546,1,0
1121739,0.002568,0,1
118873,0.005500,3,0
1109566,0.002568,0,1
119712,0.003546,1,0
1140543,0.002568,0,5
120817,0.004523,2,0
1109873,0.002568,0,2
121792,0.003546,1,0
1152394,0.002568,0,1
141160,0.007914,4,1
1154276,0.002568,0,2
124952,0.007827,5,0
1119742,0.002568,0,1
1126011,0.002568,0,1
189721,0.003546,1,1
126867,0.003546,1,1
1108258,0.002568,0,2
126868,0.004895,2,0
126909,0.011011,1,1
126920,0.031512,3,1
645897,0.016711,1,5
126926,0.015200,2,0
127940,0.004523,2,2
1114364,0.002568,0,1
243274,0.002568,0,1
128203,0.003546,1,1
128202,0.002568,0,1
1108363,0.002568,0,2
1121313,0.002568,0,2
129287,0.003546,1,1
907845,0.002568,0,1
131122,0.003546,1,0
131317,0.003546,1,0
132821,0.003546,1,0
133553,0.006345,2,1
133567,0.004895,2,0
133628,0.003546,1,0
1108570,0.002568,0,1
481073,0.002568,0,1
134199,0.006701,3,0
164885,0.004146,1,2
447224,0.004146,1,3
134219,0.008848,4,0
134314,0.005889,2,0
134315,0.007359,1,0
134320,0.007359,1,0
135464,0.031680,5,0
1135589,0.002568,0,2
135798,0.003546,1,0
136767,0.004895,2,0
137359,0.006477,4,0
1118286,0.002568,0,1
137790,0.017308,5,0
1131300,0.002568,0,2
1154068,0.002568,0,3
139738,0.003546,1,0
1108841,0.002568,0,1
140005,0.003546,1,0
1131345,0.002568,0,1
917493,0.002568,0,1
503877,0.005500,3,1
608191,0.004890,1,3
141596,0.003918,1,0
143323,0.013110,5,0
143476,0.003546,1,0
1131549,0.002568,0,2
219446,0.007734,4,1
1128975,0.002568,0,3
1136342,0.002568,0,1
595063,0.002568,0,3
145315,0.004895,2,0
294126,0.003546,1,1
649944,0.002568,0,2
145384,0.006385,3,0
1109185,0.002568,0,1
1132434,0.002568,0,2
148341,0.004523,2,1
1109208,0.002568,0,1
149139,0.003546,1,0
1123215,0.002568,0,2
1120786,0.002568,0,1
987197,0.002568,0,1
