node_id,eigen_centrality,katz_centrality,in_degree,out_degree,foundational,frontier,rank_indeg,rank_eig,rank_katz
593104,0.0,0.006244,3,0,False,False,591,2552,667
133550,0.0,0.005872,3,2,False,False,453,743,690
27631,0.0,0.008616,3,5,False,False,454,749,449
179180,0.0,0.006244,3,0,False,False,573,2333,663
189655,0.0,0.009796,3,0,False,False,574,2348,398
137380,0.0,0.007129,3,1,False,False,536,1899,562
47682,0.0,0.0055,3,0,False,False,537,1906,782
633585,0.0,0.007129,3,2,False,False,481,1196,561
561674,0.0,0.006907,3,1,False,False,585,2525,577
561789,0.0,0.007523,3,0,False,False,586,2527,524
561809,0.0,0.005872,3,0,False,False,587,2529,709
39165,0.0,0.006244,3,4,False,False,524,1723,660
40605,0.0,0.005872,3,3,False,False,525,1728,700
175909,0.0,0.006244,3,1,False,False,499,1404,658
506,0.0,0.016398,3,2,False,False,429,250,209
99023,0.0,0.007301,3,3,False,False,446,605,547
576362,0.0,0.006244,3,0,False,False,588,2537,666
9716,0.0,0.005872,3,0,False,False,482,1201,692
100197,0.0,0.006385,3,1,False,False,452,724,629
190698,0.0,0.005872,3,0,False,False,575,2351,704
12197,0.0,0.0061,3,2,False,False,483,1212,675
44514,0.0,0.249621,3,0,False,False,535,1881,10
43698,0.0,0.005872,3,2,False,False,487,1240,695
43186,0.0,0.0091,3,0,False,False,534,1874,426
424,0.0,0.0055,3,2,False,False,428,240,755
78511,0.0,0.010386,3,4,False,False,421,164,377
573964,0.0,0.008936,3,2,False,False,419,124,433
145215,0.0,0.006244,3,4,False,False,450,707,655
36620,0.0,0.006244,3,4,False,False,451,709,656
216878,0.0,0.005872,3,0,False,False,576,2388,705
27606,0.0,0.00801,3,1,False,False,484,1217,491
64519,0.0,0.017516,3,1,False,False,431,272,191
187354,0.0,0.0055,3,2,False,False,449,691,758
235678,0.0,0.008501,3,2,False,False,578,2411,456
18619,0.0,0.010158,3,3,False,False,488,1248,387
39199,0.0,0.010276,3,3,False,False,489,1252,384
182094,0.0,0.006244,3,2,False,False,533,1863,661
41417,0.0,0.005872,3,1,False,False,485,1231,693
31336,0.0,0.005872,3,2,False,False,486,1237,694
205192,0.0,0.012232,3,2,False,False,447,613,305
763009,0.0,0.0055,3,3,False,False,448,622,757
13717,0.0,0.0055,3,2,False,False,497,1353,767
34979,0.0,0.006431,3,1,False,False,498,1359,626
33325,0.0,0.0055,3,0,False,False,526,1752,780
34708,0.0,0.0055,3,1,False,False,527,1755,781
134128,0.0,0.0055,3,5,False,False,430,258,756
646809,0.0,0.006244,3,3,False,False,420,153,652
44017,0.0,0.005872,3,1,False,False,490,1266,696
12169,0.0,0.005872,3,0,False,False,491,1275,697
75972,0.0,0.005872,3,3,False,False,532,1839,701
232606,0.0,0.005872,3,0,False,False,577,2405,706
262178,0.0,0.006244,3,0,False,False,580,2429,664
263482,0.0,0.005872,3,0,False,False,581,2432,708
264556,0.0,0.007444,3,0,False,False,582,2433,537
255628,0.0,0.005872,3,0,False,False,579,2423,707
13195,0.0,0.0055,3,0,False,False,495,1333,766
370366,0.0,0.006244,3,0,False,False,583,2474,665
13652,0.0,0.008209,3,1,False,False,496,1344,476
35335,0.0,0.006866,3,1,False,False,530,1778,584
152227,0.0,0.005872,3,1,False,False,493,1313,698
127033,0.0,0.0055,3,5,False,False,494,1321,765
36131,0.0,0.013335,3,0,False,False,531,1798,274
101263,0.0,0.0055,3,2,False,False,492,1299,764
34263,0.0,0.008445,3,4,False,False,528,1771,458
34266,0.0,0.009331,3,4,False,False,529,1772,414
739816,0.0,0.0055,3,0,False,False,595,2679,791
22564,0.0,0.020071,3,1,False,False,511,1569,165
124064,0.0,0.020593,3,5,False,False,423,193,159
130,0.0,0.006431,3,4,False,False,424,195,625
853114,0.0,0.056048,3,1,False,False,597,2705,57
85299,0.0,0.007501,3,1,False,False,440,445,527
90888,0.0,0.007642,3,2,False,False,441,447,515
756061,0.0,0.0055,3,0,False,False,596,2690,792
22875,0.0,0.0055,3,0,False,False,512,1577,774
22886,0.0,0.006811,3,0,False,False,513,1579,592
1033,0.0,0.004895,2,3,False,False,598,10,851
289885,0.0,0.008535,2,4,False,False,762,1551,454
459216,0.0,0.004523,2,1,False,False,763,1561,987
644843,0.0,0.004895,2,0,False,False,934,2626,895
644494,0.0,0.004523,2,2,False,False,933,2625,1041
644427,0.089689,0.021568,2,0,False,False,932,8,150
152483,0.0,0.004895,2,2,False,False,653,472,857
683294,0.0,0.004895,2,0,False,False,941,2659,898
675756,0.0,0.004895,2,0,False,False,940,2656,897
654339,0.0,0.005723,2,1,False,False,939,2647,740
650807,0.0,0.004523,2,0,False,False,938,2643,1042
648121,0.0,0.006294,2,1,False,False,937,2640,645
134316,0.0,0.006158,2,5,False,False,769,1586,670
566653,0.0,0.014984,2,1,False,False,758,1534,234
70442,0.0,0.004523,2,2,False,False,759,1537,985
389715,0.0,0.005723,2,5,False,False,760,1542,729
20821,0.0,0.004523,2,0,False,False,761,1545,986
152731,0.0,0.011051,2,2,False,False,771,1592,353
27249,0.0,0.008575,2,3,False,False,772,1597,450
84020,0.0,0.004523,2,1,False,False,773,1598,989
628500,0.0,0.005289,2,4,False,False,651,436,802
649731,0.0,0.007922,2,2,False,False,652,438,494
645870,0.0,0.005267,2,1,False,False,929,2606,825
107251,0.0,0.005723,2,4,False,False,765,1566,730
28227,0.0,0.008878,2,3,False,False,624,200,437
102939,0.0,0.005723,2,0,False,False,862,2161,736
246618,0.0,0.005289,2,4,False,False,863,2164,807
103531,0.0,0.004895,2,1,False,False,864,2165,884
126912,0.0,0.014397,2,2,False,False,865,2167,244
400356,0.0,0.006932,2,1,False,False,729,1305,573
119761,0.0,0.006759,2,4,False,False,732,1330,595
358887,0.0,0.011493,2,0,False,False,910,2467,332
367312,0.0,0.005289,2,2,False,False,911,2469,809
13205,0.0,0.005408,2,0,False,False,733,1334,797
13208,0.0,0.004895,2,2,False,False,734,1336,865
13213,0.0,0.004895,2,0,False,False,735,1342,866
90655,0.0,0.006759,2,3,False,False,802,1775,596
307656,0.0,0.004523,2,0,False,False,908,2454,1030
395553,0.0,0.004895,2,4,False,False,664,640,858
395725,0.0,0.004523,2,4,False,False,665,649,950
346292,0.0,0.007302,2,2,False,False,798,1742,546
174418,0.0,0.005267,2,2,False,False,799,1746,817
12347,0.0,0.005267,2,1,False,False,730,1310,814
575795,0.0,0.004523,2,1,False,False,731,1326,975
194223,0.0,0.004523,2,1,False,False,803,1795,999
12165,0.0,0.004523,2,4,False,False,723,1273,970
39210,0.0,0.006366,2,4,False,False,807,1840,638
233106,0.0,0.004895,2,0,False,False,899,2408,890
27199,0.0,0.004523,2,3,False,False,726,1288,972
261040,0.0,0.004523,2,0,False,False,900,2426,1028
263069,0.0,0.005267,2,0,False,False,901,2431,821
335042,0.0,0.005123,2,1,False,False,902,2434,832
267824,0.0,0.013476,2,0,False,False,903,2435,266
270456,0.0,0.005267,2,0,False,False,904,2436,822
270600,0.0,0.004523,2,0,False,False,905,2437,1029
278394,0.0,0.005267,2,0,False,False,906,2439,823
286513,0.0,0.004895,2,0,False,False,907,2443,891
110162,0.0,0.005723,2,4,False,False,666,651,726
129045,0.0,0.004523,2,2,False,False,667,654,951
77826,0.0,0.01152,2,2,False,False,668,661,327
330208,0.0,0.004523,2,0,False,False,909,2463,1031
105865,0.0,0.00578,2,2,False,False,670,669,714
33301,0.0,0.004523,2,0,False,False,800,1751,997
119686,0.0,0.004895,2,2,False,False,736,1349,867
237489,0.0,0.031706,2,2,False,False,661,614,98
43639,0.0,0.004523,2,1,False,False,662,615,948
582139,0.0,0.004523,2,2,False,False,663,619,949
13972,0.0,0.008931,2,0,False,False,737,1356,434
98693,0.0,0.004523,2,2,False,False,738,1364,976
192870,0.0,0.004523,2,1,False,False,801,1770,998
430711,0.0,0.004895,2,0,False,False,912,2494,892
467383,0.0,0.005289,2,0,False,False,913,2504,810
189620,0.0,0.004523,2,1,False,False,804,1803,1000
37541,0.0,0.004895,2,2,False,False,805,1810,874
116081,0.0,0.004523,2,1,False,False,806,1835,1001
12158,0.0,0.00555,2,4,False,False,721,1270,750
12199,0.0,0.005267,2,4,False,False,722,1271,813
216877,0.0,0.004895,2,0,False,False,897,2386,889
226698,0.0,0.004523,2,0,False,False,898,2395,1027
574264,0.0,0.006779,2,1,False,False,613,127,594
575292,0.0,0.004523,2,3,False,False,614,130,929
10430,0.0,0.007725,2,1,False,False,718,1221,508
6215,0.0,0.008139,2,3,False,False,631,271,482
66782,0.0,0.004523,2,1,False,False,671,696,952
65653,0.0,0.004523,2,5,False,False,643,379,941
6917,0.0,0.004895,2,5,False,False,644,380,856
85452,0.0,0.004523,2,2,False,False,645,382,942
559804,0.0,0.009331,2,5,False,False,808,1850,415
40135,0.0,0.017122,2,0,False,False,809,1854,197
42848,0.0,0.004523,2,0,False,False,810,1870,1002
208345,0.0,0.005289,2,3,False,False,719,1229,803
22566,0.0,0.014539,2,3,False,False,720,1230,241
77829,0.0,0.01152,2,1,False,False,669,662,328
646913,0.0,0.004523,2,3,False,False,914,2509,1032
14545,0.0,0.005408,2,1,False,False,742,1387,798
14807,0.0,0.004895,2,2,False,False,743,1388,869
67245,0.0,0.007468,2,1,False,False,795,1733,530
31863,0.0,0.005723,2,2,False,False,796,1735,731
66563,0.0,0.004523,2,4,False,False,619,158,933
66805,0.0,0.004895,2,2,False,False,620,159,853
69284,0.0,0.005723,2,5,False,False,621,160,723
14090,0.0,0.004895,2,0,False,False,739,1367,868
288,0.0,0.005319,2,1,False,False,629,237,801
58454,0.0,0.00835,2,1,False,False,630,246,468
91581,0.0,0.005723,2,4,False,False,797,1737,732
523010,0.0,0.004523,2,0,False,False,916,2518,1033
561611,0.0,0.006867,2,0,False,False,917,2524,582
568857,0.0,0.004523,2,5,False,False,612,123,928
213246,0.0,0.006759,2,0,False,False,896,2385,597
562940,0.0,0.00578,2,0,False,False,918,2530,717
608190,0.0,0.00675,2,1,False,False,919,2535,600
15076,0.0,0.023526,2,2,False,True,744,1390,135
15892,0.0,0.004523,2,1,False,False,745,1403,978
34082,0.0,0.004523,2,3,False,False,740,1374,977
73119,0.0,0.008393,2,3,False,False,741,1375,467
653441,0.0,0.005267,2,5,False,False,746,1410,815
9586,0.0,0.013455,2,3,False,False,716,1197,271
191222,0.0,0.004523,2,0,False,False,891,2352,1025
612306,0.0,0.006758,2,2,False,False,892,2355,598
563613,0.0,0.007349,2,1,False,False,893,2362,545
198866,0.0,0.006382,2,0,False,False,894,2365,637
202520,0.0,0.004523,2,0,False,False,895,2368,1026
124734,0.0,0.00601,2,4,False,False,717,1214,680
592973,0.0,0.005723,2,1,False,False,615,137,722
45052,0.0,0.004523,2,0,False,False,811,1884,1003
578669,0.0,0.004523,2,1,False,False,789,1689,994
159897,0.0,0.00599,2,4,False,False,790,1692,681
131117,0.0,0.004523,2,2,False,False,791,1698,995
144408,0.0,0.048967,2,3,False,True,792,1699,66
31083,0.0,0.004523,2,0,False,False,793,1708,996
31105,0.0,0.005036,2,0,False,False,794,1710,837
522338,0.0,0.005123,2,0,False,False,915,2515,833
177998,0.0,0.004523,2,0,False,False,889,2331,1024
178718,0.0,0.005123,2,0,False,False,890,2332,831
118559,0.0,0.004523,2,1,False,False,672,742,953
25184,0.0,0.004895,2,4,False,False,673,747,859
46501,0.0,0.004895,2,0,False,False,814,1902,876
48555,0.0,0.0081,2,1,False,False,815,1911,484
48764,0.0,0.004523,2,0,False,False,816,1912,1005
8961,0.0,0.004523,2,0,False,False,713,1186,968
9581,0.0,0.006258,2,1,False,False,715,1194,648
51052,0.0,0.004895,2,0,False,False,820,1933,877
3235,0.0,0.005267,2,0,False,False,681,800,811
561581,0.0,0.005289,2,4,False,False,879,2284,808
9559,0.0,0.004523,2,0,False,False,714,1191,969
13136,0.0,0.004523,2,1,False,False,632,298,937
8696,0.0,0.004523,2,0,False,False,712,1164,967
654326,0.0,0.005723,2,2,False,False,676,762,727
166825,0.0,0.004523,2,0,False,False,886,2317,1022
169280,0.0,0.004523,2,0,False,False,887,2320,1023
174425,0.0,0.00555,2,0,False,False,888,2324,751
159085,0.0,0.005723,2,2,False,False,883,2304,737
45603,0.0,0.004523,2,0,False,False,812,1892,1004
46452,0.0,0.004895,2,0,False,False,813,1896,875
22835,0.0,0.004523,2,1,False,False,648,425,944
578365,0.0,0.005723,2,0,False,False,920,2539,739
592996,0.0,0.004523,2,0,False,False,921,2550,1034
594011,0.0,0.005267,2,0,False,False,922,2557,824
594511,0.0,0.004523,2,0,False,False,923,2563,1035
28489,0.0,0.006453,2,0,False,False,785,1678,623
28542,0.0,0.011381,2,0,False,False,786,1685,334
32260,0.0,0.00669,2,2,False,False,787,1686,605
155738,0.0,0.006331,2,2,False,False,788,1688,640
75674,0.0,0.004523,2,2,False,False,627,233,935
20526,0.0,0.004523,2,4,False,False,628,234,936
626531,0.0,0.004895,2,1,False,False,924,2581,893
626999,0.0,0.004523,2,0,False,False,925,2583,1036
180399,0.0,0.004895,2,2,False,False,677,779,860
31769,0.0,0.007468,2,4,False,False,674,750,529
444191,0.0,0.009758,2,2,False,False,675,757,400
397488,0.0,0.004523,2,1,False,False,817,1916,1006
423816,0.0,0.006924,2,1,False,False,818,1917,575
50838,0.0,0.005036,2,0,False,False,819,1928,838
28230,0.0,0.004523,2,0,False,False,784,1663,993
126793,0.0,0.00578,2,1,False,False,747,1436,716
17242,0.0,0.004895,2,1,False,False,748,1450,870
97645,0.0,0.006895,2,1,False,False,622,174,579
27243,0.0,0.004895,2,0,False,False,781,1644,872
18773,0.0,0.004523,2,0,False,False,752,1470,980
155158,0.0,0.005638,2,0,False,False,882,2296,748
52000,0.0,0.004895,2,1,False,False,821,1936,878
53942,0.0,0.006524,2,0,False,False,822,1943,609
46079,0.0,0.005723,2,1,False,False,609,112,721
8619,0.0,0.007265,2,0,False,False,710,1160,553
8687,0.0,0.004523,2,1,False,False,711,1161,966
241821,0.0,0.005723,2,2,False,False,884,2305,738
160732,0.0,0.007037,2,0,False,False,885,2306,566
139865,0.0,0.004523,2,2,False,False,646,419,943
184918,0.0,0.007475,2,4,False,False,647,422,528
60159,0.0,0.006117,2,1,False,False,829,1989,672
148341,0.0,0.004523,2,1,False,False,878,2275,1021
307336,0.0,0.004523,2,2,False,False,682,810,956
49660,0.0,0.00555,2,4,False,False,678,784,749
8699,0.0,0.004523,2,3,False,False,679,790,954
8821,0.0,0.004523,2,3,False,False,680,791,955
486840,0.0,0.004523,2,2,False,False,610,114,926
48766,0.0,0.004523,2,3,False,False,611,115,927
141324,0.0,0.005638,2,4,False,False,823,1953,747
593942,0.0,0.004523,2,5,False,False,824,1957,1007
561595,0.0,0.006323,2,3,False,False,880,2286,643
561613,0.0,0.01729,2,1,False,False,881,2288,196
631015,0.0,0.004523,2,0,False,False,926,2586,1037
28964,0.0,0.004523,2,2,False,False,751,1467,979
27531,0.0,0.005638,2,2,False,False,782,1650,746
34961,0.0,0.004895,2,2,False,False,783,1653,873
591016,0.0,0.004895,2,2,False,False,642,377,855
62417,0.0,0.004895,2,1,False,False,685,858,861
116552,0.0,0.006323,2,2,False,False,599,60,641
136767,0.0,0.004895,2,0,False,False,876,2248,887
145315,0.0,0.004895,2,0,False,False,877,2269,888
57773,0.0,0.004523,2,2,False,False,825,1973,1008
80515,0.0,0.004895,2,2,False,False,708,1121,864
315789,0.0,0.004523,2,1,False,False,709,1126,965
58552,0.0,0.005723,2,2,False,False,636,311,724
5869,0.0,0.034282,2,2,False,True,637,312,92
52847,0.0,0.004523,2,1,False,False,705,1099,964
14549,0.0,0.004895,2,3,False,False,706,1104,862
7430,0.0,0.004895,2,4,False,False,707,1112,863
58436,0.0,0.007978,2,0,False,False,826,1977,492
248395,0.0,0.005723,2,1,False,False,827,1982,733
576973,0.0,0.012984,2,1,False,False,828,1985,285
64319,0.0,0.005723,2,0,False,False,833,2012,734
82664,0.0,0.009642,2,1,False,False,658,513,406
49811,0.0,0.012281,2,2,False,False,659,522,302
39126,0.0,0.004523,2,5,False,False,660,527,947
644441,0.0,0.004523,2,1,False,False,927,2598,1038
642798,0.0,0.004523,2,1,False,False,928,2599,1039
18812,0.0,0.004523,2,0,False,False,753,1485,981
17811,0.0,0.005975,2,0,False,False,749,1454,682
86923,0.0,0.005289,2,2,False,False,750,1461,804
289779,0.0,0.005638,2,2,False,False,607,97,743
32688,0.0,0.006979,2,1,False,False,683,841,571
190706,0.0,0.006293,2,3,False,False,601,74,646
133553,0.0,0.006345,2,1,False,False,873,2233,639
133567,0.0,0.004895,2,0,False,False,874,2234,886
134314,0.0,0.005889,2,0,False,False,875,2242,685
560936,0.0,0.006692,2,4,False,False,641,376,604
78994,0.0,0.005123,2,2,False,False,701,1072,830
6775,0.0,0.005036,2,1,False,False,697,1043,836
6782,0.0,0.004523,2,0,False,False,698,1046,960
120817,0.0,0.004523,2,0,False,False,869,2204,1019
126868,0.0,0.004895,2,0,False,False,870,2216,885
148170,0.0,0.004523,2,1,False,False,600,67,921
340078,0.0,0.004523,2,2,False,False,633,304,938
48550,0.0,0.006845,2,4,False,False,634,308,590
576257,0.0,0.004523,2,2,False,False,635,310,939
33904,0.0,0.004523,2,3,False,False,608,102,925
251756,0.0,0.00735,2,1,False,False,830,1998,544
62676,0.0,0.004895,2,0,False,False,831,2006,879
169279,0.0,0.004523,2,2,False,False,702,1077,962
20857,0.0,0.004523,2,1,False,False,703,1086,963
57922,0.0,0.006158,2,2,False,False,704,1091,668
63835,0.0,0.004895,2,2,False,False,832,2011,880
101143,0.0,0.004523,2,3,False,False,657,502,946
1919,0.0,0.004523,2,1,False,False,654,486,945
1949,0.0,0.008322,2,4,False,False,655,488,472
23502,0.0,0.012918,2,4,False,False,649,427,286
330148,0.0,0.010328,2,3,False,False,650,431,381
641956,0.0,0.004523,2,2,False,False,777,1634,990
25791,0.0,0.006382,2,0,False,False,778,1635,636
45212,0.0,0.004523,2,2,False,False,779,1636,991
27241,0.0,0.004523,2,0,False,False,780,1643,992
642920,0.0,0.004895,2,0,False,False,930,2609,894
643695,0.0,0.004523,2,0,False,False,931,2618,1040
693143,0.0,0.005289,2,2,False,False,835,2030,805
127940,0.0,0.004523,2,2,False,False,872,2221,1020
684986,0.0,0.00578,2,1,False,False,684,845,715
67633,0.0,0.005289,2,1,False,False,836,2043,806
124224,0.0,0.019742,2,1,False,False,700,1068,170
73323,0.0,0.005834,2,0,False,False,843,2067,710
73712,0.0,0.005975,2,0,False,False,844,2069,683
231249,0.0,0.004523,2,1,False,False,602,82,922
249421,0.0,0.004895,2,3,False,False,603,84,852
137849,0.0,0.005408,2,2,False,False,688,909,796
126926,0.0,0.0152,2,0,False,False,871,2220,230
6786,0.0,0.004523,2,0,False,False,699,1051,961
70281,0.0,0.004523,2,0,False,False,837,2048,1009
70520,0.0,0.00762,2,0,False,False,838,2050,516
71736,0.0,0.004523,2,0,False,False,839,2054,1010
71904,0.0,0.005723,2,0,False,False,840,2055,735
38845,0.0,0.004523,2,4,False,False,638,325,940
7867,0.0,0.005267,2,1,False,False,686,898,812
28026,0.0,0.013547,2,2,False,False,687,900,263
66596,0.0,0.005267,2,0,False,False,834,2024,818
110163,0.0,0.005723,2,5,False,False,656,500,725
95188,0.0,0.004523,2,4,False,False,757,1518,984
853116,0.0,0.040601,2,3,False,True,755,1509,78
40124,0.0,0.004523,2,4,False,False,756,1512,983
28485,0.0,0.00578,2,3,False,False,625,205,713
341188,0.0,0.004523,2,5,False,False,626,206,934
145134,0.0,0.009331,2,1,False,False,774,1612,413
197452,0.0,0.005638,2,2,False,False,775,1614,745
34315,0.0,0.004895,2,1,False,False,776,1624,871
18815,0.0,0.004523,2,0,False,False,754,1487,982
645088,0.0,0.004895,2,0,False,False,935,2628,896
648106,0.0,0.007223,2,2,False,False,936,2636,554
20180,0.0,0.010756,2,2,False,False,639,327,366
28265,0.0,0.007649,2,2,False,False,640,328,513
6346,0.0,0.004523,2,0,False,False,696,1020,959
189774,0.0,0.004523,2,3,False,False,841,2064,1011
714260,0.0,0.007096,2,3,False,False,842,2065,563
103543,0.0,0.022189,2,5,False,False,866,2168,147
218410,0.0,0.005638,2,1,False,False,694,982,744
358866,0.0,0.011493,2,1,False,False,849,2103,331
85324,0.0,0.005267,2,0,False,False,850,2118,819
628751,0.0,0.004523,2,2,False,False,851,2119,1015
108963,0.0,0.007558,2,2,False,False,867,2176,523
110041,0.0,0.011131,2,0,False,False,868,2181,348
254923,0.0,0.010137,2,3,False,False,604,85,389
6344,0.0,0.004523,2,0,False,False,695,1018,958
259702,0.0,0.004523,2,3,False,False,605,87,923
263498,0.0,0.004523,2,2,False,False,606,89,924
103430,0.0,0.006323,2,1,False,False,845,2082,642
75983,0.0,0.004523,2,0,False,False,846,2088,1012
77108,0.0,0.004523,2,0,False,False,847,2090,1013
106590,0.0,0.004523,2,2,False,False,848,2092,1014
13193,0.0,0.006665,2,3,False,False,693,978,607
74700,0.0,0.009228,2,1,False,False,768,1583,418
762980,0.0,0.004523,2,1,False,False,946,2693,1044
96851,0.0,0.004895,2,0,False,False,859,2153,882
100935,0.0,0.004523,2,1,False,False,860,2154,1018
81350,0.0,0.004523,2,3,False,False,691,958,957
118259,0.0,0.005723,2,1,False,False,692,961,728
85449,0.0,0.004523,2,2,False,False,852,2121,1016
89308,0.0,0.005408,2,1,False,False,853,2126,799
103528,0.0,0.004895,2,1,False,False,854,2127,881
137130,0.0,0.021391,2,1,False,False,855,2128,151
90470,0.0,0.005267,2,1,False,False,856,2132,820
93273,0.0,0.004523,2,0,False,False,857,2135,1017
38846,0.0,0.005267,2,2,False,False,764,1565,816
27612,0.0,0.00874,2,3,False,False,689,934,445
193931,0.0,0.004895,2,3,False,False,861,2156,883
74698,0.0,0.01095,2,3,False,False,770,1587,359
593240,0.0,0.004523,2,4,False,False,616,140,930
594047,0.0,0.004523,2,2,False,False,617,143,931
608326,0.0,0.004523,2,2,False,False,618,147,932
12247,0.0,0.004523,2,4,False,False,727,1297,973
107569,0.0,0.004523,2,1,False,False,728,1300,974
219239,0.0,0.006158,2,4,False,False,724,1282,669
28640,0.0,0.004523,2,1,False,False,725,1284,971
738941,0.0,0.006924,2,0,False,False,943,2676,576
739280,0.0,0.006323,2,0,False,False,944,2678,644
753264,0.0,0.011665,2,2,False,False,945,2686,318
94229,0.0,0.004523,2,1,False,False,766,1572,988
733534,0.0,0.004523,2,0,False,False,942,2672,1043
193742,0.0,0.004895,2,4,False,False,623,198,854
10981,0.0,0.011051,2,1,False,False,690,953,352
284025,0.0,0.006117,2,3,False,False,858,2140,673
23069,0.0,0.012592,2,3,False,False,767,1581,292
294030,0.0,0.007558,1,5,False,False,1244,1552,522
853118,0.0,0.003546,1,1,False,False,1565,2708,1565
734406,0.0,0.003546,1,0,False,False,1555,2674,1557
733576,0.0,0.003546,1,0,False,False,1554,2673,1556
83826,0.0,0.003546,1,3,False,False,1033,444,1220
853155,0.0,0.003918,1,3,False,False,1564,2706,1170
824245,0.0,0.003546,1,0,False,False,1563,2702,1564
817774,0.0,0.003546,1,0,False,False,1562,2700,1563
815073,0.0,0.00752,1,0,False,False,1561,2699,526
814836,0.0,0.003546,1,0,False,False,1560,2697,1562
714208,0.0,0.004289,1,1,False,False,1553,2670,1064
39474,0.0,0.004146,1,3,False,False,1038,474,1075
50381,0.0,0.005713,1,3,False,False,1039,480,741
733167,0.0,0.003546,1,1,False,False,1040,481,1223
1786,0.0,0.008667,1,3,False,False,1041,482,446
644363,0.0,0.003918,1,0,False,False,1537,2623,1167
645452,0.0,0.003918,1,0,False,False,1538,2629,1168
646289,0.0,0.016986,1,0,False,False,1539,2630,200
646412,0.0,0.003546,1,0,False,False,1540,2631,1544
647315,0.0,0.003546,1,0,False,False,1541,2635,1545
144330,0.0,0.004998,1,2,False,False,1241,1532,841
566664,0.0,0.010854,1,2,False,False,1242,1535,364
20592,0.0,0.003546,1,2,False,False,1243,1541,1349
101662,0.0,0.003546,1,2,False,False,1250,1594,1353
189574,0.0,0.003546,1,1,False,False,1251,1596,1354
562123,0.0,0.005115,1,3,False,False,1029,435,834
648232,0.0,0.003918,1,1,False,False,1030,437,1137
100701,0.0,0.003546,1,0,False,False,1376,2157,1434
101261,0.0,0.004661,1,0,False,False,1377,2159,907
102061,0.0,0.003546,1,0,False,False,1378,2160,1435
656048,0.0,0.003546,1,1,False,False,1379,2166,1436
241133,0.0,0.003546,1,2,False,False,1136,984,1283
293271,0.0,0.003546,1,1,False,False,1137,985,1284
628667,0.0,0.003546,1,2,False,False,1138,988,1285
81714,0.0,0.003546,1,3,False,False,1364,2106,1426
576691,0.0,0.003546,1,4,False,False,1365,2112,1427
399339,0.0,0.003546,1,3,False,False,1132,956,1280
675847,0.0,0.003546,1,2,False,False,1129,940,1277
6152,0.0,0.003546,1,2,False,False,1130,944,1278
96847,0.0,0.003546,1,4,False,False,1131,948,1279
143801,0.0,0.004896,1,2,False,False,1369,2138,850
93755,0.0,0.003546,1,0,False,False,1370,2141,1430
116553,0.0,0.004581,1,5,False,False,1371,2145,916
74921,0.0,0.003546,1,1,False,False,1357,2076,1420
75693,0.0,0.003546,1,0,False,False,1358,2084,1421
75694,0.0,0.003546,1,0,False,False,1359,2085,1422
672064,0.0,0.006254,1,2,False,False,1139,990,649
230300,0.0,0.004146,1,3,False,False,1140,998,1091
613409,0.0,0.003546,1,1,False,False,1360,2095,1423
78508,0.0,0.003546,1,0,False,False,1361,2096,1424
575402,0.0,0.003546,1,2,False,False,1362,2097,1425
662572,0.0,0.004146,1,2,False,False,1363,2100,1110
153598,0.0,0.003546,1,2,False,False,1134,979,1281
195361,0.0,0.003546,1,1,False,False,1135,981,1282
545647,0.0,0.004146,1,3,False,False,1126,929,1088
582511,0.0,0.004146,1,3,False,False,1127,930,1089
12211,0.0,0.004289,1,2,False,False,1128,933,1057
91852,0.0,0.007801,1,4,False,False,1009,332,504
1034,0.0,0.003546,1,3,False,False,1010,334,1207
109323,0.0,0.004626,1,1,False,False,1121,907,909
354004,0.0,0.003546,1,1,False,False,1122,910,1274
440815,0.0,0.005965,1,2,False,False,1123,911,684
133566,0.0,0.003546,1,4,False,False,1124,916,1275
578898,0.0,0.005777,1,1,False,False,1382,2175,718
310653,0.0,0.004848,1,3,False,False,1383,2177,901
683404,0.0,0.004146,1,4,False,False,1384,2180,1112
111676,0.0,0.004626,1,0,False,False,1385,2182,911
111770,0.0,0.003546,1,0,False,False,1386,2183,1438
141868,0.0,0.003546,1,4,False,False,1141,1015,1286
521252,0.0,0.003546,1,2,False,False,1142,1017,1287
675649,0.0,0.003546,1,4,False,False,1008,315,1206
259701,0.0,0.003546,1,1,False,False,955,86,1176
263279,0.0,0.003546,1,4,False,False,956,88,1177
265203,0.0,0.005457,1,2,False,False,957,90,793
74920,0.0,0.003546,1,1,False,False,1356,2074,1419
112787,0.0,0.003546,1,1,False,False,1388,2186,1440
114966,0.0,0.003546,1,0,False,False,1389,2187,1441
115188,0.0,0.003546,1,0,False,False,1390,2189,1442
157761,0.0,0.004911,1,4,False,False,1117,891,847
77515,0.0,0.004146,1,3,False,False,1118,895,1087
4983,0.0,0.004572,1,0,False,False,1119,897,920
385067,0.0,0.003546,1,3,False,False,1120,906,1273
116512,0.0,0.003546,1,0,False,False,1391,2191,1443
118424,0.0,0.003546,1,0,False,False,1392,2197,1444
118435,0.0,0.003546,1,0,False,False,1393,2198,1445
6539,0.0,0.003546,1,4,False,False,1143,1028,1288
197054,0.0,0.003546,1,5,False,False,952,76,1174
198443,0.0,0.003546,1,4,False,False,953,77,1175
206371,0.0,0.004146,1,3,False,False,954,79,1068
289085,0.0,0.004146,1,4,False,False,1380,2170,1111
